Title,Section,Template,Type,Priority,References,Automation Type,Automation ID,Preconditions,Steps,Expected Result
LF_O_TC608 — Orders Flag: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Flag,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.flag.LF_O_TC608_Flag_TableSyncTest#tc608_flag_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Flag
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC808 — Orders Flag: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Flag,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.flag.LF_O_TC808_Flag_ScrollTest#tc808_flag_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Flag
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1008 — Orders Flag: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Flag,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.flag.LF_O_TC1008_Flag_ActiveFiltersTest#tc1008_flag_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Flag
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Flag
LF_O_TC1108 — Orders Flag: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Flag,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.flag.LF_O_TC1108_Flag_ClearFiltersTest#tc1108_flag_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Flag
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC110 — Orders Assigned To: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Assigned To,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.assignedto.LF_O_TC110_AssignedTo_OptionOrderTest#tc110_assignedTo_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Assigned To
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC109 — Orders Assigned To: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Assigned To,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.assignedto.LF_O_TC109_AssignedTo_BasicTest#tc109_assignedTo_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Assigned To is visible in left panel
4. Expand Assigned To
5. Confirm options load and Select All at top
6. Collapse filter",Assigned To is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC209 — Orders Assigned To: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Assigned To,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.assignedto.LF_O_TC209_AssignedTo_SearchTest#tc209_assignedTo_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Assigned To
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC409 — Orders Assigned To: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Assigned To,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.assignedto.LF_O_TC409_AssignedTo_SelectAllTest#tc409_assignedTo_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Assigned To
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC609 — Orders Assigned To: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Assigned To,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.assignedto.LF_O_TC609_AssignedTo_TableSyncTest#tc609_assignedTo_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Assigned To
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC809 — Orders Assigned To: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Assigned To,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.assignedto.LF_O_TC809_AssignedTo_ScrollTest#tc809_assignedTo_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Assigned To
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1009 — Orders Assigned To: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Assigned To,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.assignedto.LF_O_TC1009_AssignedTo_ActiveFiltersTest#tc1009_assignedTo_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Assigned To
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Assigned To
LF_O_TC1109 — Orders Assigned To: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Assigned To,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.assignedto.LF_O_TC1109_AssignedTo_ClearFiltersTest#tc1109_assignedTo_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Assigned To
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC110 — Orders Season number: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Season number,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.seasonnumber.LF_O_TC110_SeasonNumber_BasicTest#tc110_seasonNumber_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Expand Season number filter
4. Verify From/To range inputs present",Season number filter expands; range input fields are visible and usable
LF_O_TC210 — Orders Season number: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Season number,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.seasonnumber.LF_O_TC210_SeasonNumber_SearchTest#tc210_seasonNumber_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Season number
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC610 — Orders Season number: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Season number,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.seasonnumber.LF_O_TC610_SeasonNumber_TableSyncTest#tc610_seasonNumber_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Season number
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC112 — Orders Region: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Region,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.region.LF_O_TC112_Region_OptionOrderTest#tc112_region_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Region
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC111 — Orders Region: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Region,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.region.LF_O_TC111_Region_BasicTest#tc111_region_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Region is visible in left panel
4. Expand Region
5. Confirm options load and Select All at top
6. Collapse filter",Region is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC211 — Orders Region: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Region,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.region.LF_O_TC211_Region_SearchTest#tc211_region_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Region
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC411 — Orders Region: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Region,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.region.LF_O_TC411_Region_SelectAllTest#tc411_region_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Region
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC611 — Orders Region: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Region,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.region.LF_O_TC611_Region_TableSyncTest#tc611_region_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Region
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC811 — Orders Region: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Region,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.region.LF_O_TC811_Region_ScrollTest#tc811_region_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Region
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1011 — Orders Region: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Region,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.region.LF_O_TC1011_Region_ActiveFiltersTest#tc1011_region_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Region
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Region
LF_O_TC1111 — Orders Region: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Region,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.region.LF_O_TC1111_Region_ClearFiltersTest#tc1111_region_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Region
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC112 — Orders Episode number: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Episode number,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.episodenumber.LF_O_TC112_EpisodeNumber_BasicTest#tc112_episodeNumber_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Expand Episode number filter
4. Verify From/To range inputs present",Episode number filter expands; range input fields are visible and usable
LF_O_TC212 — Orders Episode number: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Episode number,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.episodenumber.LF_O_TC212_EpisodeNumber_SearchTest#tc212_episodeNumber_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Episode number
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC612 — Orders Episode number: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Episode number,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.episodenumber.LF_O_TC612_EpisodeNumber_TableSyncTest#tc612_episodeNumber_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Episode number
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC114 — Orders Brand: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Brand,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.brand.LF_O_TC114_Brand_OptionOrderTest#tc114_brand_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Brand
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC113 — Orders Brand: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Brand,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.brand.LF_O_TC113_Brand_BasicTest#tc113_brand_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Brand is visible in left panel
4. Expand Brand
5. Confirm options load and Select All at top
6. Collapse filter",Brand is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC213 — Orders Brand: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Brand,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.brand.LF_O_TC213_Brand_SearchTest#tc213_brand_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Brand
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC413 — Orders Brand: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Brand,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.brand.LF_O_TC413_Brand_SelectAllTest#tc413_brand_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Brand
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC613 — Orders Brand: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Brand,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.brand.LF_O_TC613_Brand_TableSyncTest#tc613_brand_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Brand
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC813 — Orders Brand: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Brand,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.brand.LF_O_TC813_Brand_ScrollTest#tc813_brand_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Brand
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1013 — Orders Brand: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Brand,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.brand.LF_O_TC1013_Brand_ActiveFiltersTest#tc1013_brand_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Brand
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Brand
LF_O_TC1113 — Orders Brand: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Brand,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.brand.LF_O_TC1113_Brand_ClearFiltersTest#tc1113_brand_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Brand
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC115 — Orders System Name: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > System Name,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.systemname.LF_O_TC115_SystemName_OptionOrderTest#tc115_systemName_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand System Name
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC114 — Orders System Name: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > System Name,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.systemname.LF_O_TC114_SystemName_BasicTest#tc114_systemName_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify System Name is visible in left panel
4. Expand System Name
5. Confirm options load and Select All at top
6. Collapse filter",System Name is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC214 — Orders System Name: Search,Fulfillment Console > Left Filters > Orders > Per Filter > System Name,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.systemname.LF_O_TC214_SystemName_SearchTest#tc214_systemName_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand System Name
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC414 — Orders System Name: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > System Name,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.systemname.LF_O_TC414_SystemName_SelectAllTest#tc414_systemName_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand System Name
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC614 — Orders System Name: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > System Name,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.systemname.LF_O_TC614_SystemName_TableSyncTest#tc614_systemName_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand System Name
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC814 — Orders System Name: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > System Name,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.systemname.LF_O_TC814_SystemName_ScrollTest#tc814_systemName_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand System Name
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1014 — Orders System Name: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > System Name,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.systemname.LF_O_TC1014_SystemName_ActiveFiltersTest#tc1014_systemName_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in System Name
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from System Name
LF_O_TC1114 — Orders System Name: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > System Name,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.systemname.LF_O_TC1114_SystemName_ClearFiltersTest#tc1114_systemName_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in System Name
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC116 — Orders Language: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Language,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.language.LF_O_TC116_Language_OptionOrderTest#tc116_language_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Language
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
LF_O_TC115 — Orders Language: Basic,Fulfillment Console > Left Filters > Orders > Per Filter > Language,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.language.LF_O_TC115_Language_BasicTest#tc115_language_basic,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. Log in; set calendar to Yesterday
2. Navigate to Orders tab
3. Verify Language is visible in left panel
4. Expand Language
5. Confirm options load and Select All at top
6. Collapse filter",Language is visible; expands/collapses; options and Select All at top display correctly
LF_O_TC215 — Orders Language: Search,Fulfillment Console > Left Filters > Orders > Per Filter > Language,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.language.LF_O_TC215_Language_SearchTest#tc215_language_search,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Language
2. Note first visible option label
3. Type into filter search box
4. Verify filtered results
5. Clear search",Search returns matching options; clear restores list
LF_O_TC415 — Orders Language: Select all,Fulfillment Console > Left Filters > Orders > Per Filter > Language,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.language.LF_O_TC415_Language_SelectAllTest#tc415_language_selectAll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Language
2. Click Select All
3. Verify all options selected and counts
4. Deselect one option — check indeterminate
5. Deselect all",Select All selects all; indeterminate on partial; counts inside/outside match
LF_O_TC615 — Orders Language: Table sync,Fulfillment Console > Left Filters > Orders > Per Filter > Language,Test Case (Text),Functional,1 - Critical,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.language.LF_O_TC615_Language_TableSyncTest#tc615_language_tableSync,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Language
2. Select one option with non-zero count
3. Compare filter option count to table total count
4. Verify first visible grid rows match filter column",Table record count matches filter count; grid rows reflect selected filter value
LF_O_TC815 — Orders Language: Scroll,Fulfillment Console > Left Filters > Orders > Per Filter > Language,Test Case (Text),Functional,3 - Medium,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.language.LF_O_TC815_Language_ScrollTest#tc815_language_scroll,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Language
2. Scroll option list vertically
3. Confirm no UI errors and options continue loading",Virtual scroll works without error; additional options appear in viewport
LF_O_TC1015 — Orders Language: Active filters,Fulfillment Console > Left Filters > Orders > Per Filter > Language,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.language.LF_O_TC1015_Language_ActiveFiltersTest#tc1015_language_activeFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select one option in Language
2. Select a second option (multi-select)
3. Review Active Filters chips above grid",Active Filters chips show single and multiple selections from Language
LF_O_TC1115 — Orders Language: Clear filters,Fulfillment Console > Left Filters > Orders > Per Filter > Language,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.language.LF_O_TC1115_Language_ClearFiltersTest#tc1115_language_clearFilters,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, select options in Language
2. Remove chip from Active Filters OR click Clear
3. Verify selections cleared and grid resets",Filter selections cleared; Active Filters empty; grid shows unfiltered data
LF_O_TC117 — Orders Demand system: Option list order,Fulfillment Console > Left Filters > Orders > Per Filter > Demand system,Test Case (Text),Functional,2 - High,Left Filters,Java TestNG,com.paramount.test.ff.uitests.tests.leftfiltersvalidation.perfilter.orders.demandsystem.LF_O_TC117_DemandSystem_OptionOrderTest#tc117_demandSystem_optionOrder,DEV/PROD Fulfillment Console; calendar = Yesterday; Orders tab,"1. On Orders tab, expand Demand system
2. Verify Select All is first
3. Review non-zero options order
4. Check divider before zero-count options if present
5. Verify zero-count options A-Z",Select All first; non-zero A-Z; divider; zero-count A-Z in visible viewport
